X,Y,tourism,name,addr:street,addr:housenumber,addr:postcode,website,addr:city,information,addr:state,operator,phone,description,wikidata,ele,artwork_type,hiking,wheelchair,name:en,internet_access,opening_hours,wikipedia,artist_name,email,addr:country,start_date,amenity,attraction,direction_south,direction_southwest,direction_northeast,direction_southeast,direction_west,direction_north,smoking,board_type,direction_east,internet_access:fee,direction_northwest,ref,rooms
-73.9780095,43.9426590975452,camp_site,,,,,,,,,NYSDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9816872,44.1187658975452,camp_site,,,,,,,,,NYSDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9819853,44.1190523975452,camp_site,,,,,,,,,NYSDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9356401,44.1908103975452,camp_site,,,,,,,,,NYSDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9434228,44.1314126975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated camp-site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7311569,44.1238069975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7321588,44.1238209975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8506657,44.1550730975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.85689,44.1618136975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8573795,44.1619867975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8573232,44.1620887975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9430052,44.1311257975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0036527,44.0891918975452,camp_site,,,,,,,,,NYS DEC,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9501508,44.1575947975452,camp_site,,,,,,,,,,,NTS DEC designated camp-site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9498767,44.1579088975452,camp_site,,,,,,,,,,,NYS DEC designated camp-site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9494732,44.1587244975452,camp_site,,,,,,,,,,,NYS DEC designated camp-site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7497468,44.0848325975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9543999,44.1141500975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.986536,44.1186563975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8647927,44.1572769975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8647178,44.1575667975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8639892,44.1582656975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9546684,44.1448749975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9543263,44.1464643975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9393362,44.1535663975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.952837,44.1553368975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9472683,44.1577371975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9510574,44.1564563975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9496826,44.1571430975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9509196,44.1569314975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9503451,44.1571669975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9507142,44.1572259975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9506033,44.1575787975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9512803,44.1573756975452,camp_site,,,,,,,,,,,NYS DEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9842266,44.1180584975452,camp_site,,,,,,,,,,,NYSDEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9828272,44.1186320975452,camp_site,,,,,,,,,,,NYSDEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9830824,44.1186119975452,camp_site,,,,,,,,,,,NYSDEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9853656,44.1177279975452,camp_site,,,,,,,,,,,NYSDEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9846747,44.1181897975452,camp_site,,,,,,,,,,,NYSDEC designated campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.0258007,42.7995015975452,camp_site,,,,,,,,,,,Permit required,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.738823,44.1417170975452,camp_site,,,,,,,,,,,Unmarked campsite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1621061,42.1352142975452,camp_site,,,,,,,,,,,,,,,,no,,no,,,,,,,,,,,,,,,,,,,,,
-74.1619029,42.1350012975452,camp_site,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
-78.0097122,42.5943451975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
-78.0142878,42.5896825975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,
-77.9324301,42.7107041975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,
-78.032913,42.5818409975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,
-78.0004551,42.5994497975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,
-74.1207826,40.5899658975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3095207,41.9214421975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4360205,41.9168904975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4378268,41.9172510975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4429513,41.9163036975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4788693,41.9578409975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4275417,41.9736131975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4199234,41.9940057975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.9376947,41.9961173975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3340349,42.0090350975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3676533,42.0027827975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4103541,42.0025276975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3954625,42.0385224975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3478191,42.1082485975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3502867,42.1111178975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3524056,42.1142536975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4518039,42.1212765975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.5600168,42.0156717975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.6479611,42.0467953975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.6787421,42.0509660975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.7245757,42.0428076975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.7263031,42.0433693975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.7248761,42.0435964975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9595727,43.3010840975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5801745,43.6000893975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7522698,43.5292160975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.624047,43.8075195975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6864673,43.7726518975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6884665,43.7741223975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6458909,43.7954474975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6485577,43.7957667975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6722496,43.7849554975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6388351,43.7986022975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.625211,43.8037022975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6289968,43.8032528975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6443459,43.7983166975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6435946,43.7997428975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6340516,43.8121494975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6375348,43.8116279975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6290788,43.8127456975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6317994,43.8151841975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6331557,43.8136707975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6340714,43.8399704975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.65257,43.8423196975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.644297,43.8533877975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.643589,43.8553157975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6525546,43.8517364975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6488253,43.8571234975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6526471,43.8556432975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6562681,43.8482378975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6597182,43.8487870975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6595359,43.8508195975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6617132,43.8508433975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6567301,43.8524431975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9807025,43.9358933975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.548299,43.1909239975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4739646,43.7262057975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.9991839,43.5889509975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0058472,43.5923719975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0546898,43.6024214975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0265849,43.6105808975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0304169,43.6149041975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0323999,43.6172863975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.1187939,43.7211960975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8240126,43.5215193975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8330163,43.5253789975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8588287,43.5260038975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8493038,43.5297207975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8576508,43.5311208975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.860996,43.5241680975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8462815,43.5371819975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.853335,43.5365134975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8554723,43.5372201975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8658906,43.5335787975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.86441,43.5350254975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8945238,43.5291807975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8838478,43.5355570975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8855103,43.5373310975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9038039,43.5362571975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.894925,43.5427812975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9091033,43.5394376975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.914378,43.5414745975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9071231,43.5447039975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9109151,43.5432957975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9111393,43.5494563975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9167246,43.5494427975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9173071,43.5533678975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.1955943,43.9050431975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.8061752,42.4541455975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3332499,42.9711638975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3332312,42.9713581975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3324828,42.9727299975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3333437,42.9727475975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3334342,42.9730903975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7077544,42.2078809975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7087667,42.2082046975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7092649,42.2087069975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7104119,42.2087912975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6988684,42.2239411975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.699443,42.2243108975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.566175,43.1534600975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.4569254,43.2536091975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.9567539,43.3587928975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.939981,44.1533083975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9501179,44.1581912975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9505066,44.1583163975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9524147,44.1588365975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9530117,44.1589594975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9502374,44.1629629975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9536228,44.1576816975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9533674,44.1579478975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9533281,44.1586935975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9536529,44.1591416975452,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4078489,44.1538626975452,caravan_site,Barber's RV Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4576575,44.0356165975452,caravan_site,Bulwagga Bay Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.668776,42.1507626975452,caravan_site,Catskill Mountains RV Park,Swart Road,550,12455,,Margaretville,,NY,,+1-845-250-2510,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,
-78.9958339,43.2744846975452,caravan_site,Fourmile Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4481249,43.9961280975452,caravan_site,LA-KU Campsites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.414338,43.9483803975452,caravan_site,Monitor Bay Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4558122,44.0489508975452,caravan_site,Port Henry Village Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.0339682,43.0764743975452,caravan_site,Southwoods RV Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.5107143,42.6133486975452,caravan_site,Three Valley Campground,,,,http://www.threevalley.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7489331,43.5008950975452,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7520659,43.5289982975452,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7209033,43.3342424975452,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9869922,40.7296378975452,chalet,City Home,,,,,,,,,,,,,,,yes,City Home,,,,,,,,,,,,,,,,,,,,,,
-77.270319,42.8759069975452,chalet,Finger Lakes Vacation Rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5074029,43.6415338975452,chalet,Huletts on Lake George,,,,https://hulettsonlakegeorge.com/,,,,, 518-499-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8019615,42.2999197975452,chalet,,Sleepy Hollow Road,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8893633,40.8139224975452,chalet,,Spofford Avenue,,,,,,,,,,,,,,,,,Mo-Su 11:00-15:00,,,,,,,,,,,,,,,,,,,,
-73.8892785,40.8139874975452,chalet,,Spofford Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8948271,40.8432379975452,chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.3183222,42.8457877975452,chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5686844,42.4229400975452,Dorson's_Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9513839,40.7175806975452,gallery,17 Frost Gallery,Frost Street,17,11211,https://www.17frost.com/,Brooklyn,,NY,17 Frost Gallery,,An experimental art production space.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9971521,40.7167838975452,gallery,186f Kepler,Canal Street,171,,,,,,,,,,,,,,,,,,,today@186fkepler.com,,,,,,,,,,,,,,,,,
-73.9843548,40.6677841975452,gallery,440 Gallery,,,,,,,,,,,,,,,,,,"Th,Fr 16:00-19:00; Sa,Su 11:00-19:00",,,,,,,,,,,,,,,,,,,,
-76.1644865,43.0440807975452,gallery,601 Tully,Tully Street,601,13204,http://601tully.syr.edu/,Syracuse,,NY,,315 442 1297,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.9860324,40.6772000975452,gallery,Adeux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0131856,40.6901411975452,gallery,A.I.R. Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7511532,42.6502524975452,gallery,Albany Center Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0036388,40.7190232975452,gallery,Alexander and Bonin,Walker Street,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9332632,40.7057978975452,gallery,Amos Eno Gallery,Bogart Street,56,,https://www.amoseno.org,,,,,+1-718-237-3001,"Amos Eno provides a platform for emerging artists in all media, giving precedence to artistic expression freed from commercial restrain.",,,,,,,,Th-Su 12:00-18:00,,,amosenogallery@gmail.com,,1974,,,,,,,,,,,,,,,
-73.7613161,43.8369078975452,gallery,Art Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9263316,40.7051526975452,gallery,Arts and Rhymes Who Got Style Wall,Melrose Street,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9798764,40.6824711975452,gallery,Art World ESPO,4th Avenue,72,11217,,,,,,+1-929-295-0427,Gallery and shop for artist Stephen Powers,,,,,,,,"12:00-18:00 ""most days""",,,,,,,,,,,,,,,,,,,,
-73.9188055,40.8719113975452,gallery,Asian Arts,West 215th Street,579,,http://mokotoff.com/,,,,,+1-212-741-4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9072428,40.7053632975452,gallery,Banana Space,Linden Street,1882,11385,https://banana-space.com/,Ridgewood,,NY,,,,,,,,,,,,,,info@banana-space.com,,,,,,,,,,,,,,,,,
-73.9657064,40.6811833975452,gallery,Barataria Gallery,,,,https://www.baratariagallery.com,,,,,+1-718-675-4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.986344,40.6707563975452,gallery,BBFL Gallery,,,,,,,,,+1-347-987-3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.450385,40.8951368975452,gallery,Behind the Fence Gallery,Montauk Highway,1547,,,,,,,+1-631-283-5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.990232,40.7200826975452,gallery,bitforms gallery,Allen Street,131,10002,https://bitforms.art,New York,,NY,bitforms gallery,(212) 366-6939,"Contemporary art gallery with a new media focus, showcasing both established and emerging artists.",,,,,,,,"We-Sa 11:00-18:00; Su 12:00-18:00",,,,,,,,,,,,,,,,,,,,
-73.9715855,40.7949144975452,gallery,Broadway Mall Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8549889,42.9309938975452,gallery,Cazenovia College Art Gallery,Sullivan Street,6,13035,http://www.cazenovia.edu/art-and-theatre/art-gallery-reisman-hall,Cazenovia,,NY,Cazenovia College,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-74.1202599,42.0402728975452,gallery,Center for Photography at Woodstock,Tinker Street,59,12498,https://www.cpw.org/,Woodstock,,NY,,+1 845-679-9957,,Q19877753,,,,,,,,en:Center for Photography at Woodstock,,,,,,,,,,,,,,,,,,,
-73.9916176,40.7151986975452,gallery,Chinatown Soup,Orchard Street,16B,,https://chinatownsoup.nyc,,,,,,Chinatown Soup is a creative community in downtown New York.,,,,,,,,Mo-Sa 12:00-19:00,,,hello@chinatownsoup.nyc,,,,,,,,,,,,,,,,,
-73.9875336,40.6878047975452,gallery,Clover's,,,,https://cloversfineart.com,,,,,+1-718-625-2121,,,,,,,,,,,,,,,events_venue,,,,,,,,,,,,,,
-73.9857205,40.6874549975452,gallery,Collier West Annex,,,,https://collierwest.com,,,,,,,,,,,,,,,,,info@collierwest.com,,,,,,,,,,,,,,,,,
